JUNC,SURF,LITE,VEH1TYPE,VEH2TYPE,Hour,VEH1AGE,VEH2AGE,VEH1RESTRAINT,VEH2RESTRAINT,VEH1TESTRESULT,VEH2TESTRESULT,StateFunctionalClassCode,NumofGroupofFirstCollisionType,VEH1AIRBAG,VEH2AIRBAG,VEH1CCCODE1,VEH2CCCODE1,Injury
4,1,1,14,0,14,76,0,2,0,0,0,R1,2,1,0,17,0,0
4,2,1,2,1,14,16,74,2,4,0,0,R1,5,0,1,4,18,0
1,1,1,2,0,15,34,0,4,0,0,0,U1,2,1,0,18,0,0
4,1,1,1,2,10,37,35,4,4,0,0,U1,9,1,1,7,18,0
A,2,4,2,0,22,23,0,4,0,0,0,U1,2,1,0,1,0,0
4,1,1,2,2,13,67,37,4,4,0,0,U1,7,1,0,5,18,0
1,1,1,1,2,16,18,28,4,4,0,0,U1,9,1,1,7,18,0
1,1,1,2,2,14,40,37,4,4,0,0,U1,4,1,1,5,18,1
5,1,1,1,1,10,89,56,4,4,0,0,U1,5,4,2,17,18,2
1,2,1,1,1,17,25,29,4,4,0,0,U2,9,1,1,7,18,1
1,2,4,2,1,22,24,21,4,4,0,0,U5,10,0,0,7,18,0
1,1,1,2,1,12,20,54,4,4,0,0,U5,11,1,1,23,18,0
1,2,4,2,2,21,47,54,4,4,0,0,U5,11,1,1,10,52,0
5,2,4,2,2,19,23,20,4,4,0,0,U1,9,1,1,23,18,0
1,1,4,1,1,22,21,21,4,4,0,0,U5,1,1,1,5,18,0
1,2,1,1,0,7,38,0,4,0,0,0,U1,2,4,0,17,0,0
4,2,1,1,1,12,82,80,4,4,0,0,U1,9,4,0,50,18,1
4,2,1,1,2,12,30,51,0,4,0,0,U1,9,0,0,7,18,0
4,1,1,2,2,14,30,53,4,4,0,0,U1,9,1,1,23,18,0
5,2,1,1,0,12,23,0,4,0,0,0,U1,9,1,0,23,51,0
1,2,2,1,2,5,25,0,4,0,0,0,U1,7,4,0,4,0,0
5,1,1,2,2,15,25,75,4,4,0,0,U1,9,1,1,23,18,1
1,1,1,2,2,17,52,35,4,4,0,0,U1,9,1,1,23,18,0
1,2,1,2,1,10,57,52,0,0,0,0,U1,9,1,1,17,17,0
4,1,1,2,2,9,34,33,4,4,0,0,U1,9,1,1,18,18,0
4,2,3,2,2,16,56,83,4,4,0,0,U1,9,4,1,23,18,1
1,1,1,1,1,12,19,70,0,4,0,0,U1,4,1,1,5,18,0
4,1,6,2,1,5,53,36,4,4,0,0,U5,9,1,1,23,18,0
2,1,1,2,1,16,33,18,0,0,0,0,U1,9,1,1,23,52,3
1,1,1,12,0,18,57,0,0,0,0,0,U1,6,0,0,18,0,2
1,2,1,1,1,12,19,20,0,0,0,0,U1,9,1,1,17,18,0
4,9,9,2,0,20,0,0,0,0,0,0,R2,6,0,0,8,0,0
5,1,1,1,1,12,54,33,4,4,0,0,U5,11,1,1,23,18,0
A,2,1,1,2,9,22,38,4,4,0,0,R3,9,0,1,7,18,0
1,2,1,2,0,12,49,0,0,0,0,0,U5,2,1,0,17,0,0
4,1,1,1,1,15,19,58,4,4,0,0,R5,10,1,1,43,18,0
4,1,1,12,1,9,47,68,0,4,0,0,R5,9,0,1,4,18,1
6,1,1,1,1,17,82,49,4,4,0,0,U2,4,1,1,5,18,0
4,2,1,0,1,7,0,48,0,4,0,0,U5,9,0,1,1,52,0
4,1,1,1,2,14,25,33,4,4,0,0,U5,9,1,1,4,18,0
1,1,1,2,2,10,27,64,0,0,0,0,U1,9,0,0,7,18,0
1,1,1,1,2,13,22,47,4,4,0,0,U1,9,4,1,7,18,0
1,1,1,2,1,15,0,61,0,4,0,0,U5,9,0,1,4,18,0
4,1,1,2,1,15,19,41,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,1,2,15,29,61,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,1,1,14,23,70,4,4,0,0,U1,9,1,1,18,23,0
4,1,1,1,2,7,41,49,4,4,0,0,U1,9,1,1,4,18,0
4,2,4,1,1,2,21,23,4,4,0,0,U1,11,1,1,1,18,0
5,1,1,1,1,15,19,35,4,4,0,0,U5,9,1,1,7,0,0
4,1,1,2,2,16,29,19,4,4,0,0,U5,9,1,1,4,18,0
4,4,1,2,0,7,25,0,4,0,0,0,U1,2,4,0,4,0,0
4,1,1,2,1,13,66,56,4,4,0,0,R2,9,1,1,50,18,0
4,3,3,1,0,16,22,0,4,0,0,0,R5,2,1,0,4,0,0
4,1,6,2,0,0,46,0,0,0,0.21,0,U5,2,1,0,1,0,0
4,1,1,2,0,16,67,0,4,0,0,0,R3,2,1,0,17,0,0
1,2,4,1,2,17,47,36,4,4,0,0,R5,9,1,1,7,18,1
4,1,1,1,2,15,35,45,4,2,0,0,R3,5,1,1,40,18,0
4,2,6,1,2,20,26,0,4,0,0,0,U5,10,1,0,18,17,0
3,1,1,2,1,17,58,47,4,4,0,0,U2,9,1,1,23,18,1
1,1,1,2,0,15,23,15,4,0,0,0,U1,8,1,0,18,34,1
5,2,4,1,2,16,30,60,0,0,0,0,U5,9,1,1,7,18,0
4,1,1,2,0,13,56,0,0,0,0,0,U2,2,0,0,14,0,2
1,1,1,2,1,7,55,45,4,4,0,0,U1,9,1,1,23,18,1
1,2,1,2,1,17,47,21,4,4,0,0,U5,1,1,1,18,49,1
1,1,4,1,2,20,40,29,4,4,0,0,U1,9,1,1,7,18,0
4,1,1,2,1,9,25,18,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,2,2,17,46,31,4,4,0,0,U5,11,1,1,4,18,0
4,1,1,1,2,7,45,37,4,4,0,0,R5,10,4,1,49,18,0
4,2,6,1,2,16,29,69,4,4,0,0,U1,9,1,1,7,18,1
4,1,6,1,0,23,21,0,4,0,0,0,U1,3,1,0,18,0,0
4,3,1,2,0,7,23,0,4,0,0,0,U2,2,1,0,4,0,0
3,2,1,1,2,18,29,46,4,4,0,0,U1,9,1,0,4,18,0
4,2,1,1,2,18,27,30,4,4,0,0,U1,9,1,1,7,18,0
4,1,1,2,1,17,48,47,4,4,0,0,U5,11,1,1,5,18,0
3,1,1,1,1,19,49,27,4,4,0,0,U1,1,1,1,5,18,0
4,2,1,1,1,16,58,32,4,4,0,0,U5,11,1,1,44,18,1
4,1,1,2,1,16,60,30,4,4,0,0,U5,9,1,1,4,18,1
1,1,1,1,1,11,39,23,4,4,0,0,U2,1,1,1,5,18,0
4,1,1,1,2,7,23,39,4,4,0,0,U5,9,1,1,4,18,2
4,1,1,1,1,15,22,30,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,9,22,49,4,4,0,0,U5,9,5,4,23,18,0
4,1,1,0,2,19,0,22,0,4,0,0,U5,9,0,1,7,52,0
4,1,4,1,2,2,19,21,4,4,0,0,U5,11,1,1,23,52,0
4,2,1,2,1,7,42,45,4,4,0,0,U5,9,4,4,5,52,1
1,2,1,2,1,10,18,30,4,4,0,0,U1,10,1,1,4,52,0
4,1,2,2,1,6,37,53,4,4,0,0,U5,9,1,1,7,52,0
4,1,4,2,0,23,31,0,4,0,0,0,U2,3,1,0,18,0,0
4,2,1,1,1,7,20,20,4,4,0,0,U5,9,4,1,4,18,1
2,1,1,1,2,13,62,57,4,4,0,0,U1,9,1,1,4,18,1
5,1,1,1,1,14,25,25,4,4,0,0,U1,9,0,0,50,18,0
4,1,4,1,1,17,21,43,4,4,0,0,U1,9,1,1,7,18,1
2,1,4,10,2,18,31,50,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,3,2,16,55,35,4,4,0,0,U1,9,0,1,7,18,0
1,1,4,1,1,22,20,47,4,4,0,0,U1,9,1,1,7,18,0
1,1,6,2,1,18,43,24,4,4,0,0,U1,9,1,4,4,18,1
4,2,1,1,1,9,29,25,4,4,0,0,U5,9,1,1,7,18,0
2,1,1,1,2,15,28,44,4,4,0,0,U1,9,1,1,4,18,1
1,1,1,2,1,15,40,40,4,4,0,0,U2,10,1,1,4,18,0
1,2,1,1,0,8,25,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,1,1,8,30,57,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,2,15,27,66,4,4,0,0,U1,9,1,1,7,18,0
1,1,1,6,0,16,33,0,4,0,0,0,U5,2,1,0,23,0,0
1,1,4,1,2,21,54,0,0,0,0.3,0,U2,9,0,0,1,18,0
3,1,1,1,2,18,35,17,3,3,0.1,0,R3,4,4,4,1,18,0
4,2,6,1,0,0,60,0,3,0,0.19,0,U1,2,1,0,14,0,0
4,1,1,1,0,15,30,0,0,0,0,0,U5,2,1,0,1,0,2
5,1,1,1,0,7,17,0,4,0,0,0,R5,6,1,0,52,0,0
1,1,1,1,1,20,51,56,0,4,0.08,0,R1,9,1,1,1,18,0
6,1,1,2,2,12,70,57,4,4,0,0,U2,1,1,1,5,18,0
1,1,1,2,1,17,26,30,4,4,0,0,U2,1,0,1,5,18,0
2,1,9,2,1,0,47,55,4,2,0,0,U1,9,1,1,23,18,1
1,2,1,2,2,11,70,48,4,4,0,0,U1,1,1,1,5,18,0
4,2,6,1,0,17,45,0,4,0,0,0,R5,2,1,0,2,0,0
4,1,1,3,2,16,51,30,0,0,0,0,U1,9,0,0,7,18,0
4,2,4,1,2,18,20,46,4,4,0,0,U1,9,1,1,7,18,0
4,1,3,1,1,17,45,34,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,10,53,44,4,4,0,0,U5,9,4,0,7,18,1
4,3,1,1,0,8,26,0,4,0,0,0,R5,2,1,0,4,0,0
1,1,1,1,1,17,47,52,4,4,0,0,U2,9,1,1,1,52,0
4,1,1,1,2,16,23,25,4,4,0,0,U2,9,1,1,7,18,0
4,2,6,2,0,1,0,0,0,0,0,0,R2,2,0,0,4,0,0
4,1,4,12,0,22,39,0,0,0,0,0,U1,6,0,0,3,0,2
4,7,1,1,0,16,0,0,0,0,0,0,R2,2,0,0,3,0,0
1,1,1,1,2,13,23,41,4,4,0,0,U2,1,1,1,11,18,0
1,1,1,2,2,12,53,31,4,4,0,0,U5,11,1,1,23,23,0
1,1,1,1,2,16,66,36,4,4,0,0,U1,9,1,1,50,18,0
1,2,1,2,1,10,35,57,4,4,0,0,U1,1,1,1,4,18,0
3,1,1,2,1,17,28,42,4,4,0,0,U1,4,1,1,5,18,0
1,1,1,1,1,12,48,31,4,4,0,0,U2,4,1,1,5,18,0
4,2,1,1,2,8,54,55,4,4,0,0,U1,9,0,1,7,18,0
5,2,1,1,1,15,26,56,4,4,0,0,U1,11,1,1,5,18,0
3,2,1,1,10,17,46,48,4,1,0,0,U1,4,1,0,5,18,1
1,4,4,1,1,21,20,20,0,4,0,0,U1,4,1,1,5,18,1
1,2,4,2,0,0,36,0,4,0,0,0,U5,2,1,0,2,0,0
1,1,1,1,1,19,0,27,0,4,0,0,U1,1,0,1,4,18,0
4,1,4,1,0,5,0,0,0,0,0,0,U1,2,0,0,4,0,0
4,1,4,2,1,19,0,30,0,0,0,0,U1,9,0,0,7,18,0
1,1,4,1,1,19,25,20,4,4,0,0,U1,10,1,1,20,18,0
5,2,1,2,1,8,54,35,4,4,0,0,U1,9,1,1,7,18,1
3,1,1,1,2,18,23,42,4,4,0,0,U1,1,1,1,5,18,0
1,2,1,1,0,13,21,0,0,0,0,0,U1,6,1,0,4,0,0
4,2,4,1,10,17,22,66,4,4,0,0,U1,9,4,1,23,18,1
1,2,1,1,2,14,16,58,4,4,0,0,U1,1,1,2,2,18,1
1,1,1,2,1,11,39,65,4,4,0,0,U1,1,1,1,13,18,0
1,1,1,2,1,14,27,31,4,4,0,0,U1,10,1,1,51,18,0
1,1,1,1,1,14,16,37,1,0,0,0,U1,9,1,0,23,18,0
1,2,1,1,2,15,23,55,4,4,0,0,U2,1,1,1,4,18,0
5,2,1,2,1,16,32,51,4,4,0,0,U1,9,0,1,17,16,0
1,1,1,1,1,15,40,36,4,4,0,0,U1,1,1,1,23,18,0
5,1,9,1,2,0,34,44,0,4,0,0,U2,10,1,1,20,18,0
1,2,1,1,1,14,30,14,4,4,0,0,U1,9,1,1,23,18,0
1,1,1,2,1,13,40,23,4,4,0,0,U1,9,1,1,23,18,0
4,2,1,1,2,15,28,41,4,4,0,0,U1,11,0,1,17,17,2
5,1,1,1,0,15,23,0,4,0,0,0,U1,11,1,0,18,6,0
4,1,1,2,1,19,45,46,4,4,0,0,U1,9,1,1,51,52,0
4,2,1,2,2,7,29,36,4,4,0,0,U1,5,1,1,20,18,0
1,2,1,2,2,15,47,51,4,4,0,0,U1,9,1,1,18,23,0
1,1,1,2,1,17,44,73,4,4,0,0,U1,1,1,1,5,18,0
1,1,3,1,1,17,47,29,4,4,0,0,U1,4,4,4,10,18,2
1,2,1,1,2,11,26,59,4,4,0,0,U1,4,2,1,5,18,0
1,9,1,2,2,15,32,31,4,4,0,0,U1,9,1,1,7,18,1
4,1,1,2,2,17,32,48,0,0,0,0,U1,9,1,0,23,18,1
5,1,1,1,1,19,72,50,0,0,0,0,U1,9,1,1,17,17,0
4,1,1,2,1,17,30,48,0,0,0,0,U1,9,0,1,7,18,0
2,1,1,12,0,15,54,0,0,0,0,0,U2,6,0,0,18,0,2
1,1,1,2,1,15,21,32,4,4,0,0,U1,9,1,1,23,18,0
4,1,1,1,1,15,21,39,0,0,0,0,U1,9,1,1,23,18,0
5,2,1,1,2,15,19,44,4,4,0,0,U1,9,1,1,23,18,0
2,1,1,1,1,14,62,37,4,4,0,0,U1,9,1,1,52,7,0
1,1,6,2,2,21,51,45,4,4,0,0,U1,9,1,1,51,52,0
1,1,1,1,2,15,37,54,0,0,0,0,U1,9,1,1,23,18,1
4,1,6,1,2,17,44,29,0,4,0,0,U1,9,5,1,42,7,2
6,1,1,1,2,17,53,49,4,4,0,0,U1,4,1,0,5,18,0
1,1,5,1,0,23,17,0,4,0,0,0,U2,2,1,0,3,0,0
1,1,1,2,2,14,32,51,4,4,0,0,U1,1,1,1,5,18,0
6,1,1,2,1,13,49,29,0,0,0,0,U1,9,0,0,7,18,0
1,1,1,1,1,20,70,29,0,0,0,0,U1,4,0,0,5,18,0
1,2,1,2,1,14,43,32,4,4,0,0,U1,4,0,5,1,18,1
6,2,1,1,1,6,19,23,0,4,0,0,U1,10,1,1,17,18,0
6,1,1,1,1,12,43,75,4,4,0,0,U1,1,1,1,17,18,0
1,1,4,1,1,1,21,30,4,4,0,0,U1,1,1,4,5,18,0
6,2,1,2,2,13,66,55,4,0,0,0,U1,10,1,0,10,18,0
6,1,1,2,2,10,68,23,4,4,0,0,U1,1,1,1,5,18,0
4,1,1,1,2,12,52,39,4,4,0,0,U1,11,1,1,5,18,0
1,2,4,2,1,20,68,61,4,4,0,0,U5,1,0,0,5,18,0
1,1,1,2,2,17,32,33,4,4,0,0,U1,9,1,1,23,18,0
1,1,1,2,1,16,29,44,0,0,0,0,U2,9,0,0,7,18,0
1,1,1,1,1,16,25,53,0,0,0,0,U5,9,4,1,23,18,3
4,2,1,1,2,10,22,38,4,4,0,0,U5,9,0,1,7,18,0
1,2,4,1,0,2,17,0,4,0,0,0,R3,2,1,0,3,0,0
4,1,4,1,2,21,33,31,0,2,0,0,R5,11,5,1,51,52,1
4,2,2,1,1,4,59,20,4,4,0,0,U5,10,1,1,51,52,0
4,1,1,1,0,13,60,0,0,0,0,0,U1,2,0,0,17,0,0
4,1,1,2,2,14,60,55,4,4,0,0,U5,9,1,1,7,18,0
4,2,1,1,1,6,32,28,4,4,0,0,U5,9,4,1,7,52,1
4,1,1,1,0,7,29,0,4,0,0,0,U1,2,1,0,23,0,1
4,1,1,1,2,15,16,34,4,4,0,0,U5,9,5,1,7,52,0
4,1,1,1,2,7,40,57,4,4,0,0,U5,9,1,1,7,52,0
4,1,1,6,2,11,54,35,2,4,0,0,U5,3,0,1,16,18,0
4,1,1,2,0,11,24,0,3,0,0,0,R2,2,1,0,4,0,0
2,1,1,2,2,14,32,46,4,4,0,0,U1,9,1,1,4,18,2
4,2,1,2,1,7,64,18,4,4,0,0,U5,9,4,1,4,18,1
4,2,1,1,2,15,17,30,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,1,1,19,23,27,4,4,0,0,U1,9,4,1,4,18,0
4,1,1,1,0,19,21,0,4,0,0,0,U5,2,1,0,50,0,0
4,2,6,2,0,2,31,0,4,0,0,0,U5,2,0,0,14,0,0
4,1,1,2,1,19,47,24,4,4,0.08,0,U5,11,1,1,1,18,0
1,1,1,1,2,19,17,47,4,4,0,0,U1,9,1,1,4,18,0
4,1,6,1,2,2,31,33,4,4,0,0,U5,7,5,5,14,0,2
4,1,1,1,2,19,22,38,4,4,0,0,U1,9,1,1,4,18,0
4,2,1,1,1,10,34,24,4,4,0,0,U5,7,1,1,4,0,0
4,1,1,2,2,15,21,45,4,4,0,0,U5,11,1,1,5,18,1
4,1,1,1,1,11,23,23,4,4,0,0,U5,11,1,1,17,18,0
4,1,1,1,2,7,26,57,4,4,0,0,U1,9,1,1,4,18,1
4,1,1,1,1,6,49,49,4,4,0,0,U1,9,1,1,4,18,0
1,1,1,2,1,7,75,56,4,4,0,0,U1,4,1,1,4,18,1
4,1,2,0,1,4,0,50,0,4,0,0,U5,11,0,1,5,18,0
4,1,6,1,6,22,18,64,4,4,0,0,U1,9,1,1,3,18,0
5,1,6,2,0,20,41,0,4,0,0,0,U5,2,4,0,31,0,1
4,1,4,1,1,21,28,55,4,4,0,0,U5,9,1,1,3,18,1
4,1,1,2,0,20,25,0,1,0,0.14,0,U5,2,0,0,1,0,0
2,1,4,1,1,22,45,31,4,4,0,0,U1,9,1,1,4,18,0
4,2,1,1,2,16,21,21,4,4,0,0,U5,9,1,1,4,18,0
4,1,1,2,2,17,51,61,4,4,0,0,U5,11,1,1,5,18,0
4,7,6,1,0,0,35,0,4,0,0,0,U5,2,4,0,4,0,0
4,1,1,2,2,14,32,60,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,1,0,6,32,0,4,0,0,0,U5,2,4,0,17,0,0
3,1,1,2,1,13,35,26,1,4,0,0,R2,1,4,4,1,52,2
4,3,9,1,1,7,54,22,4,4,0,0,U5,10,1,1,4,52,0
1,1,1,2,2,16,42,65,4,4,0,0,U5,9,1,1,23,18,1
4,2,1,2,2,15,52,55,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,1,12,40,27,4,4,0,0,U5,9,0,1,23,18,1
4,1,1,2,1,14,24,20,4,4,0,0,U5,10,1,1,23,18,0
4,1,1,2,0,14,53,0,4,0,0,0,U5,2,1,0,17,0,0
4,1,1,1,2,15,30,39,4,4,0,0,U5,9,1,1,23,18,0
1,1,1,1,2,14,71,24,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,1,15,52,59,4,4,0,0,U5,9,1,1,51,18,0
4,2,1,2,2,13,80,62,4,4,0,0,U5,9,1,1,4,18,0
4,2,1,1,2,14,21,51,4,4,0,0,U5,9,1,1,50,18,1
1,1,1,1,1,15,33,63,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,2,1,17,18,20,4,4,0,0,U5,9,1,1,14,18,0
3,1,1,1,1,14,58,36,4,4,0,0,U1,4,1,0,5,18,0
4,1,1,2,0,16,73,27,4,0,0,0,U1,8,1,0,18,17,2
4,1,1,2,2,14,33,64,4,4,0,0,U5,9,1,1,23,18,1
4,1,1,2,2,16,56,23,4,4,0,0,U1,9,0,1,23,18,0
4,1,1,1,2,16,18,70,4,4,0,0,U5,9,1,1,23,18,1
5,1,1,1,2,16,27,62,4,4,0,0,U5,9,1,1,23,18,0
3,1,1,2,2,15,39,34,4,4,0,0,U2,9,1,1,49,18,1
4,1,1,1,2,16,22,68,4,4,0,0,U5,9,1,1,23,18,0
4,1,1,1,2,14,33,49,4,4,0,0,U5,9,1,1,17,17,1
1,1,1,2,1,14,0,24,0,4,0,0,U5,10,0,1,5,18,0
4,1,1,1,2,8,28,83,4,4,0,0,U5,9,4,1,7,18,1
4,1,1,1,1,17,66,92,4,4,0,0,U5,9,1,1,18,18,0
4,2,4,1,0,23,22,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,1,2,2,9,0,21,0,4,0,0,U5,9,0,1,17,18,1
4,2,4,1,1,22,0,26,0,4,0,0,U5,11,0,1,5,18,0
1,9,3,1,1,17,63,53,4,4,0,0,U5,11,1,1,5,18,0
2,2,1,1,2,15,20,38,0,0,0,0,U5,9,1,1,4,18,0
4,2,1,2,0,8,40,0,0,0,0,0,U1,2,4,0,4,0,0
4,1,1,1,2,9,50,45,0,0,0,0,U1,11,1,1,17,17,0
4,1,1,2,1,14,26,34,0,0,0,0,U5,9,1,1,7,18,0
4,1,1,1,2,14,19,51,0,0,0,0,U5,7,1,1,23,0,1
4,2,2,2,1,6,57,41,0,0,0,0,U5,9,1,1,4,18,0
4,2,1,1,2,16,26,19,0,0,0,0,U5,9,1,1,4,18,0
1,2,4,2,1,20,50,60,0,0,0,0,U5,9,1,1,7,18,0
4,2,6,2,1,20,26,37,0,0,0,0,U5,11,1,2,5,18,0
4,1,6,1,0,21,24,0,0,0,0,0,U5,2,1,0,16,0,0
1,1,4,10,2,21,66,76,0,0,0,0,U5,1,0,2,11,18,3
4,2,1,1,1,16,49,53,0,0,0,0,U5,11,1,1,5,18,0
1,1,1,1,1,17,33,22,0,0,0,0,U1,9,1,1,7,18,0
4,1,1,2,0,9,47,0,4,0,0,0,R2,3,1,0,18,0,0
1,1,1,2,1,9,55,35,4,4,0,0,R2,9,4,1,4,18,0
4,1,1,1,1,15,30,24,4,4,0,0,U5,11,1,1,5,18,0
4,1,1,0,6,8,29,44,4,4,0,0,U1,9,0,1,7,18,1
4,1,1,0,1,9,0,37,0,4,0,0,U5,9,0,1,7,18,0
4,2,1,1,0,14,33,0,4,0,0,0,U5,2,1,0,4,0,0
1,1,1,1,2,9,30,50,4,4,0,0,U5,9,1,1,7,18,0
5,1,1,2,1,8,48,27,4,4,0,0,U5,11,1,1,23,18,0
4,1,7,2,2,7,32,47,4,4,0,0,U5,9,5,1,23,18,1
4,2,1,1,0,7,26,0,4,0,0,0,U5,2,1,0,4,0,0
4,1,1,2,1,15,85,30,4,4,0,0,U5,11,1,1,5,18,2
4,1,1,2,6,15,47,53,4,4,0,0,U5,11,0,0,17,18,1
4,2,4,1,0,19,27,0,4,0,0,0,U5,2,0,0,4,0,0
5,2,4,1,1,3,25,26,4,4,0.14,0,U5,9,4,1,1,18,0
4,2,3,1,1,20,33,51,4,4,0,0,U5,9,1,1,7,18,0
5,2,4,1,0,21,48,70,4,0,0,0,U5,8,1,0,18,17,4
4,1,1,12,1,15,51,55,0,4,0,0,R2,5,0,1,4,18,0
4,1,1,1,1,16,55,61,4,4,0,0,U5,11,1,1,23,18,1
5,1,4,2,0,6,52,0,4,0,0,0,U2,2,1,0,31,0,0
1,1,4,2,1,21,29,59,4,4,0,0,U2,4,1,1,5,18,1
1,2,9,1,1,0,48,39,4,4,0,0,U1,9,1,1,7,18,0
4,2,1,1,0,9,18,0,4,0,0,0,R2,6,4,0,45,0,2
4,3,1,2,0,8,62,0,4,0,0,0,R2,2,1,0,4,0,0
2,1,1,1,1,16,27,18,4,4,0,0,R2,9,4,1,4,18,1
4,1,6,1,0,23,28,0,4,0,0,0,R2,2,4,0,18,0,1
4,1,3,1,1,21,20,34,4,4,0,0,R2,9,4,1,1,18,1
1,2,1,2,1,8,48,79,4,4,0,0,R2,1,1,1,11,18,2
4,1,1,1,1,12,30,70,4,4,0,0,U5,9,1,1,16,18,0
4,2,1,1,0,11,34,0,4,0,0,0,U5,2,1,0,4,0,0
4,2,6,2,0,2,21,0,4,0,0,0,R5,2,1,0,1,0,0
3,1,1,2,1,12,25,31,0,0,0,0,U1,5,0,0,17,17,0
4,1,1,1,1,16,25,44,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,2,11,70,32,4,4,0,0,U5,9,1,1,7,18,1
4,1,1,2,1,11,33,57,4,4,0,0,U5,11,1,1,7,18,0
4,1,1,1,2,13,20,39,4,4,0,0,U5,9,1,1,7,18,0
4,1,1,1,1,18,25,30,4,4,0,0,U5,9,1,1,5,18,0
4,1,1,1,1,18,23,45,4,4,0,0,U5,9,1,1,7,18,1
4,1,1,1,2,17,20,45,4,4,0,0,U5,9,1,1,7,18,1
4,2,1,12,0,18,39,0,0,0,0,0,U5,6,0,0,52,0,1
4,1,4,2,1,22,23,29,4,4,0,0,U5,11,1,1,9,18,0
4,1,4,1,1,22,28,20,4,4,0,0,U5,11,0,0,4,18,0
4,2,1,1,1,19,34,19,4,4,0,0,U5,9,0,1,4,18,1
4,1,4,1,1,0,25,24,4,4,0,0,U5,11,1,1,23,18,0
4,2,3,1,2,19,22,35,4,4,0,0,U5,10,1,1,4,18,1
4,1,1,1,1,17,31,35,4,4,0,0,U5,9,1,1,9,18,0
4,1,3,1,2,18,26,51,4,4,0,0,U5,9,4,1,7,18,1
4,3,3,2,0,16,21,0,4,0,0,0,R2,2,1,0,4,0,0
4,3,1,2,0,9,58,0,4,0,0,0,R2,2,1,0,4,0,0
4,1,4,1,0,0,55,0,4,0,0,0,U5,3,1,0,18,0,0
4,1,4,1,6,0,28,40,4,4,0,0,U5,10,1,1,18,16,0
1,1,1,12,2,17,57,21,0,4,0,0,U1,6,0,1,7,52,0
1,1,4,2,1,19,30,62,4,4,0,0,U5,9,1,1,7,52,0
1,2,4,1,1,0,45,54,4,4,0,0,U5,10,1,1,23,18,0
1,1,4,2,2,18,18,67,0,0,0,0,R5,9,0,1,7,18,0
1,2,1,2,3,15,27,27,0,4,0,0,U5,9,0,1,17,18,0
4,1,1,1,0,17,26,0,4,0,0,0,U1,3,0,0,18,0,2
1,1,1,2,2,18,24,30,0,0,0,0,U5,9,1,1,7,51,0
1,1,1,2,1,18,38,49,4,4,0,0,U5,9,1,1,51,52,0
1,2,6,1,2,21,49,18,4,4,0,0,U1,9,1,1,4,18,0
4,1,1,1,0,10,51,0,0,0,0,0,U1,3,4,0,18,0,0
2,1,1,2,1,15,16,55,2,4,0,0,U3,9,0,1,42,18,1
4,1,1,12,0,13,20,0,0,0,0,0,R1,6,0,0,17,0,2
1,2,1,1,0,12,71,0,4,0,0,0,R1,2,0,0,23,0,0
4,2,1,2,2,14,16,63,4,4,0,0,U1,5,4,4,14,18,1
1,2,1,2,1,19,46,36,4,4,0,0,U1,9,1,4,18,17,0
1,1,1,2,11,11,44,49,4,4,0,0,U1,9,0,0,48,18,0
4,2,5,1,0,19,41,0,0,0,0,0,U5,3,0,0,18,0,0
4,1,4,2,0,23,27,0,4,0,0,0,U5,2,1,0,1,0,0
4,2,6,0,0,7,0,60,0,0,0,0,R1,8,0,0,51,18,3
4,1,1,2,2,9,25,34,4,4,0,0,U5,9,1,1,23,18,0
4,2,1,1,0,19,17,0,4,0,0,0,R3,2,1,0,4,0,0
3,2,4,2,1,18,21,25,4,4,0,0,U1,1,1,1,5,18,0
1,1,1,2,2,15,36,67,4,4,0,0,U2,9,1,1,17,18,0
1,1,4,2,1,21,51,46,4,4,0,0,U2,1,4,1,12,18,1
1,1,1,2,1,13,42,49,0,0,0,0,U1,1,0,0,11,18,0
1,2,4,1,2,20,27,54,4,4,0,0,U1,4,1,1,11,18,1
1,1,4,2,1,4,62,32,4,4,0,0,U2,1,4,4,51,18,1
2,1,4,1,2,17,29,26,4,4,0,0,U1,9,4,1,7,0,0
2,1,1,1,1,11,39,27,4,4,0,0,U1,9,1,1,23,18,0
1,1,1,1,2,12,50,34,4,4,0,0,U1,9,1,1,7,18,0
1,2,4,1,0,23,18,0,4,0,0,0,U1,2,1,0,4,0,0
5,2,1,4,2,8,49,49,4,4,0,0,U2,11,0,1,23,18,0
1,2,1,2,1,13,27,53,4,4,0,0,U1,9,1,1,7,18,0
5,2,2,1,1,5,35,64,4,4,0,0,U1,9,1,1,7,18,0
